node	label
CP003555.2649844.2651383	Advenella kashmirensis
LS483426.543619.545143	Alcaligenes faecalis
JX412111.1.1559	Basilea psittacipulmonis
CP013119.2066482.2068029	Bordetella pertussis
AJ277742.1.1473	Brackiella oedipodis
AB089482.1.1449	Derxia gummosa
AREM01000088.49.1565	Oligella ureolytica
CP002663.602730.604175	Pusillimonas sp. T7-7
CP003059.269170.270701	Taylorella asinigenitalis
CP012982.1266435.1267970	Burkholderia cepacia
DQ279347.1.1491	uncultured Burkholderia sp.
DQ256728.1.1494	Chitinimonas koreensis
AB104447.1.1529	Cupriavidus numazuensis
AEQP01000026.54.1572	Lautropia mirabilis
MH463959.1.1495	Limnobacter sp.
AP018150.404602.406127	Mycoavidus cysteinexigens
CP013481.307737.309273	Pandoraea apista
CP007501.32246.33660	Polynucleobacter duraquae
AL646053.1205189.1206722	Ralstonia solanacearum
CP000512.1577962.1579483	Acidovorax citrulli
CP002449.3142430.3143946	Alicycliphilus denitrificans
AB681806.1.1456	Azohydromonas australica
EU346912.1.1501	Brachymonas chironomi
AB008801.1.1466	Caldimonas manganoxidans
CP006704.552873.554469	Comamonas testosteroni
AB109889.1.1484	Curvibacter gracilis
CP000884.6692888.6694413	Delftia acidovorans
AY780907.1.1491	Giesbergeria kuznetsovii
AZSO01000079.3872.5417	Hydrogenophaga sp. T4
AEGR01000103.3796.5314	Hylemonella gracilis
AJ537466.1.1525	Ottowia thiooxydans
CP000529.425434.426956	Polaromonas naphthalenivorans
EF469609.1.1491	Pseudacidovorax intermedius
CP000245.566088.567610	Ramlibacter tataouinensis
CP000267.4118284.4119814	Rhodoferax ferrireducens
CP000542.1980681.1982207	Verminephrobacter eiseniae
AF285414.1.1484	Xenophilus azovorans
CP002745.4446108.4447638	Collimonas fungivorans
JN175334.1.1533	Herbaspirillum seropedicae
CU207211.202826.204361	Herminiimonas arsenicoxydans
CP000269.259683.261216	Janthinobacterium sp. Marseille
BX571657.136191.137670	Oxalobacter formigenes
AB370250.1.1494	Parasutterella excrementihominis
D30774.1.1407	Chromobacterium violaceum
AM397080.1.1508	Deefgea rivuli
Y17602.1.1490	Formivibrio citricus
CP001154.2650124.2651647	Laribacter hongkongensis
AQXU01000006.219.1736	Leeia oryzae
CP028519.661761.663304	Microvirgula aerodenitrificans
AM396358.1.1420	Paludibacterium yongneupense
AB087264.1.1492	Alysiella crassa
AB087261.1.1479	Conchiformibius steedae
CP024028.473021.474566	Eikenella corrodens
GU395612.1.1544	Kingella kingae
CP027405.1351207.1352738	Neisseria gonorrhoeae
CP019448.1480151.1481703	Simonsiella muelleri
EF212897.1.1484	Stenoxybacter acetivorans
AY252113.1.1555	Vitreoscilla stercoraria
JQKP01000002.399243.400760	Ferriphaselus sp. R-1
CP002159.1253206.1254729	Gallionella capsiferriformans
CP001965.1926830.1928357	Sideroxydans lithotrophicus
CP000284.2233413.2234878	Methylobacillus flagellatus
CP012020.2910718.2912261	Methylophilus sp. TWE2
CP002056.127113.128638	Methylotenera versatilis
CP001674.666264.667796	Methylovorus glucosotrophus
AL954747.69146.70677	Nitrosomonas europaea
CP000103.562629.564157	Nitrosospira multiformis
AFHG01000027.189.1709	Methyloversatilis universalis
AP013066.1745576.1747120	Sulfuricella denitrificans
CP000116.1863920.1865429	Thiobacillus denitrificans
EF158390.1.1454	Azonexus hydrophilus
Y17060.1.1530	Ferribacterium limneticum
CP003153.1901384.1902805	Azospira oryzae
AF011346.1.1485	Azovibrio restrictus
Y17601.1.1496	Propionivibrio dicarboxylicus
AP012304.1820861.1822382	Azoarcus sp. KH32C
LARU01000002.564379.565925	Azoarcus sp. PA01
CP001281.454429.455955	Thauera sp. MZ1T
DQ665916.1.1387	Uliginosibacterium gangwonense
CP002085.333737.335281	Desulfarculus baarsii
ATBP01000008.203.1756	Candidatus Magnetoglobus multicellularis
CP001322.4580234.4581782	Desulfatibacillum aliphaticivorans
AJ237601.1.1527	Desulfatiglans anilini
AUCU01000039.43293.44828	Desulfatirhabdium butyrativorans
AF418180.1.1523	Desulfobacter postgatei
FO203503.16902.18449	Desulfobacula toluolica
U45990.1.1505	Desulfonema limicola
CP001087.3947416.3948962	Desulforapulum autotrophicum
AF243334.1.1524	Desulforegula conservatrix
APJX01000002.234709.236256	Desulfotignum phosphitoxidans
CP002364.2987039.2988584	Desulfobulbus propionicus
CP001940.616282.617831	Desulfurivibrio alkaliphilus
CP003985.3691513.3692952	Desulfocapsa sulfexigens
AF099062.1.1492	Desulfotalea psychrophila
CP000859.680920.682475	Desulfosudis oleivorans
CP001734.1976777.1978319	Desulfohalobium retbaense
ACJN02000001.56313.57862	Desulfonatronospira thiodismutans
X99234.1.1503	Desulfonatronovibrio hydrogenovorans
DQ139408.1.1424	Desulfovermiculus halophilus
CP001629.3896599.3898140	Desulfomicrobium baculatum
GU196832.1.1508	Desulfonatronum thioautotrophicum
AJ867049.1.1500	Bilophila wadsworthia
DQ841177.1.1532	Desulfocurvus vexinensis
AM180252.1403899.1405451	Lawsonia intracellularis
CP007051.1233750.1235317	Desulfurella acetivorans
CP002606.256607.258252	Hippea maritima
AAEW02000008.189409.190966	Desulfuromonas acetoxidans
X79412.1.1473	Desulfuromusa bakii
DQ309326.1.1504	Geoalkalibacter ferrihydriticus
ARWE01000001.2389747.2391258	Geopsychrobacter electrodiphilus
CP001089.768668.770218	Trichlorobacter lovleyi
CP000142.2750584.2752141	Syntrophotalea carbinolica
AF382399.1.1534	Anaeromyxobacter dehalogenans
GU207882.1.1548	Archangium gephyra
AM296500.1.1407	Stigmatella aurantiaca
GP443271.1.1495	Stigmatella aurantiaca
GX154060.1.1515	Stigmatella aurantiaca
HK241550.3.1522	Stigmatella aurantiaca
HK693344.10.1548	Stigmatella aurantiaca
CP001804.2898792.2900335	Haliangium ochraceum
CP000113.8965179.8966718	Myxococcus xanthus
CP011509.1059494.1061031	Nannocystis exedens
ABCS01000069.4919.6444	Plesiocystis pacifica
AB084253.1.1480	Sorangium cellulosum
AB097590.1.1480	Enhygromyxa salina
KJ955688.1.1526	uncultured Smithella sp.
CP002629.3127195.3128743	Desulfobacca acetoxidans
CP003360.3288170.3289606	Desulfomonile tiedjei
CP000252.738017.739575	Syntrophus aciditrophicus
CP000478.3187202.3188756	Syntrophobacter fumaroxidans
U25627.1.1559	Thermodesulforhabdus norvegica
AB212873.1.1482	Syntrophorhabdus aromaticivorans
FM242231.1.1521	uncultured delta proteobacterium
FM242272.1.1514	uncultured delta proteobacterium
CP001999.237935.239439	Arcobacter nitrofigilis
AL111168.394130.395642	Campylobacter jejuni
CP003479.346052.347559	Helicobacter cetorum
AB238922.1.1488	Wolinella succinogenes
CP003333.1721161.1722556	Sulfurospirillum barnesii
CP003920.2310119.2311632	Candidatus Sulfuricurvum sp. RIFRC-1
L40808.1.1446	Sulfurimonas denitrificans
AKKQ01000024.146.1526	Thiovulum sp. ES
ABCJ01000005.352.1864	Caminibacter mediatlanticus
AB167820.1.1431	Lebetimonas acidiphila
CP001279.139776.141273	Nautilia profundicola
M90801.1.1490	Aeromonas hydrophila
CP003171.174927.176476	Oceanimonas sp. GK1
CP001616.26293.27826	Tolumonas auensis
U96412.1.1468	Anaerobiospirillum succiniciproducens
AB601002.1.1478	Succinatimonas hippei
ARKF01000015.10211.11729	Succinimonas amylolytica
AY207502.1.1456	Aestuariibacter salexigens
AB076559.1.1472	Agarivorans albus
AKKU01000023.38873.40404	Alishewanella agri
CP003845.3651285.3652805	Alteromonas macleodii
AF529060.1.1489	Alteromonas marina
JN979554.1.1494	Alteromonas sp. DWB35
GQ262000.1.1379	Catenovulum agarivorans
AMRX01000001.3417.4924	Gayadomonas joobiniege
CP003060.33729.35249	Glaciecola nitratireducens
JX310203.1.1530	Paraglaciecola oceanifecundans
EU308479.1.1524	Salinimonas sp. TB131_1
AY643537.1.1457	Thalassotalea loyana
X93021.1.1546	Ferrimonas balearica
CP005964.2027623.2029176	Idiomarina loihiensis
ALOE01000052.9.1492	Moritella marina
AB063324.1.1498	Algicola sagamiensis
KU955357.1.1449	Pseudoalteromonas sp.
FJ169991.1.1507	Pseudoalteromonas sp. CF4-6
CP023398.2907773.2909285	Pseudoalteromonas spongiae
CP000510.91410.92948	Psychromonas ingrahamii
CP022089.475090.476632	Shewanella sp. FDAARGOS_354
AY596469.1.1491	Cardiobacterium valvarum
CP018787.2373496.2375006	Dichelobacter nodosus
CP000934.1059926.1061459	Cellvibrio japonicus
ARIX01000012.135232.136747	Gilvimarinus chinensis
AUHU01000016.4124.5635	Marinimicrobium agarilyticum
CP000282.3213358.3214883	Saccharophagus degradans
JDFY01000001.4653144.4654659	Teredinibacter purpureus
AY028398.1.1469	Teredinibacter turnerae
AUHJ01000047.4103.5616	Haliea salexigens
ACCY01000005.46364.47877	Luminiphilus syltensis
CP019650.2902205.2903746	Microbulbifer agarilyticus
HQ658853.1.1495	Spongiibacter marinus
CP001896.2025534.2027048	Allochromatium vinosum
ARBC01000182.502.2012	Lamprocystis purpurea
CP007031.3425905.3427432	Marichromatium purpuratum
CP000127.999383.1000873	Nitrosococcus oceani
AFWV01000002.70486.72002	Thiocapsa marina
CP003154.2088570.2089980	Thiocystis violascens
CP003051.3621591.3623008	Thioflavicoccus mobilis
AF525306.1.1362	Thiorhodococcus drewsii
AFWS02000055.527841.529351	Thiorhodovibrio sp. 970
CP000453.368208.369739	Alkalilimnicola ehrlichii
HQ833040.1.1487	Arhodomonas recens
FR733667.1.1527	Ectothiorhodospira shaposhnikovii
CP005963.1579757.1581298	Spiribacter salinus
CP003989.3560016.3561618	Thioalkalivibrio nitratireducens
DQ469576.1.1448	Thiohalospira halophila
M35016.1.1532	Halothiobacillus neapolitanus
AP008232.200275.201785	Sodalis glossinidius
HE574451.1.1536	Budvicia diplopodorum
CP033076.2353787.2355336	Buttiauxella sp. 3AFRM03
CP002243.8736.10280	Candidatus Moranella endobia
CP001085.337291.338850	Candidatus Riesia pediculicola
ATDT01000040.55.1584	Cedecea davisae
FN543502.247916.249457	Citrobacter rodentium
CP013940.246879.248431	Cronobacter malonaticus
CP021896.1736971.1738524	Enterobacter cloacae complex sp.
HG738867.2836749.2838290	Escherichia coli
HG738867.3353849.3355390	Escherichia coli
FO203355.3676567.3678099	Klebsiella aerogenes
FM179942.1.1495	Klebsiella oxytoca
AM933756.1.1500	Kluyvera ascorbata
CP014007.4378249.4379797	Kosakonia oryzae
JN175338.1.1527	Leclercia adecarboxylata
CP018308.1274342.1275900	Plesiomonas shigelloides
CP012871.4670871.4672422	[Enterobacter] lignolyticus
CP014024.3129568.3131110	Salmonella enterica
AB273737.1.1490	Trabulsiella guamensis
CP001158.275201.276740	Buchnera aphidicola
FN434113.3457889.3459416	Erwinia amylovora
HE617160.3638249.3639777	Pantoea ananatis
AB021400.1.1522	Phaseolibacter flectens
LS483499.2662085.2663612	Tatumella ptyseos
BA000021.136582.138132	Wigglesworthia glossinidia
LT596221.3652801.3654323	Edwardsiella tarda
LT906482.655495.657024	Hafnia alvei
LC127084.3318528.3320051	Arsenophonus nasoniae
LS483483.867029.868556	Morganella morganii
BX571873.277164.278708	Photorhabdus laumondii
AM942759.3876856.3878397	Proteus mirabilis
LS483498.48094.49624	Providencia stuartii
LN681227.48436.49966	Xenorhabdus nematophila
AJ233419.1.1499	Brenneria salicis
LUTP01000101.49.1595	Lonsdalea iberica
Z96096.1.1497	Musicola paradisiaca
CP020350.218058.219610	Pectobacterium brasiliense
AY837748.1.1498	Thorsellia anophelis
CP007044.607014.608559	Chania multitudinisentens
JN175329.1.1534	Ewingella americana
CP003403.744028.745572	Rahnella aquatilis
CP012930.3565030.3566585	Serratia marcescens
CP013046.5295338.5296889	Yersinia pseudotuberculosis
CP001707.1159862.1161388	Kangiella koreensis
AAQJ02000001.641042.642519	Rickettsiella grylli
GQ857549.1.1488	Rickettsiella massiliensis
AGVT01000012.60.1581	Fluoribacter dumoffii
GU205101.1.1477	Tatlockia micdadei
AEGW02000009.554995.556509	Methylobacter tundripaludum
U89300.1.1491	Methylocaldum szegediense
AUKJ01000022.3673.5187	Methylococcus capsulatus
AB301717.1.1464	Methylomarinum vadi
AY007296.1.1499	Methylomicrobium lacus
CP002738.392605.394125	Methylomonas methanica
AB501287.1.1488	Methylovulum miyakonense
LN614830.597204.598735	Acinetobacter baumannii
AF513979.1.1533	Alkanindiges illinoisensis
LT594095.3355866.3357382	Moraxella catarrhalis
AP017381.1716844.1718363	Moraxella osloensis
CP000323.651956.653541	Psychrobacter cryohalolentis
DQ486493.1.1501	Algiphilus aromaticivorans
AKGD01000001.2155039.2156557	Hydrocarboniphaga effusa
ATVI01000001.120420.121923	Nevskia ramosa
JOMH01000001.1092401.1093910	Polycyclovorans algicola
EF154515.1.1487	Solimonas flava
AB053122.1.1536	Alcanivorax sp. NBRC 101098
Y17112.1.1395	Balneatrix alpica
CP013251.1260637.1262181	Endozoicomonas montiporae
CP000155.1588347.1589881	Hahella chejuensis
Y13299.1.1519	Carnimonas nigrificans
AJ295144.1.1532	Chromohalobacter israelensis
MF461058.1.1452	Cobetia sp.
FN869568.864796.866328	Halomonas elongata
CP028367.2846063.2847607	Halomonas sp. SF2003
AY671975.1.1408	Halomonas taeanensis
CP015243.3245868.3247412	Halotalea alkalilenta
AM941746.1.1428	Kushneria aurantia
AB681768.1.1465	Zymobacter palmae
AY136131.1.1533	Bermanella marisrubri
DQ917760.1.1508	Marinobacterium litorale
AF063027.1.1534	Marinomonas mediterranea
AB098511.1.1432	Marinospirillum insulare
AB288092.1.1498	Neptunomonas japonica
AB006767.1.1452	Oceanobacter kriegii
AB006763.1.1465	Oceanospirillum maris
HF680312.2583919.2585457	Thalassolituus oleivorans
AJ315983.1.1478	Saccharospirillum impatiens
AUAF01000218.3412.4931	Zooshikella ganghwensis
AWGA01000005.47.1564	Candidatus Schmidhempelia bombi
LN908249.1805903.1807440	Actinobacillus pleuropneumoniae
X60418.1.1499	Aggregatibacter actinomycetemcomitans
AFFP02000054.75.1590	Avibacterium paragallinarum
AE016827.1721185.1722725	[Mannheimia] succiniciproducens
CP003745.863907.865434	Bibersteinia trehalosi
CP002667.695818.697342	Gallibacterium anatis
CP012959.321298.322840	Haemophilus influenzae
LS483299.297743.299270	Mannheimia haemolytica
LS483411.443489.445015	Pasteurella multocida
EF028328.1.1487	Marinobacter salsuginis
JX458465.1.1497	Perlucidibaca sp. W2.10-39
CP001157.4279431.4280965	Azotobacter vinelandii
CP004061.694257.695795	Pseudomonas aeruginosa
JF775510.1.1499	Salinisphaera sp. P7-4
AB176554.1.1515	Fangia hongkongensis
CP003230.259814.261339	Cycloclasticus sp. P1
CP002776.260958.262485	Thiomicrospira cyclica
ARCL01000068.266.1725	Thiofilum flexile
ATTE01000001.2869404.2870922	Leucothrix mucor
FR690946.1.2316	Candidatus Thiomargarita nelsonii
AJ252143.1.1514	Ignatzschineria larvae
AM259915.1.1448	uncultured Gammaproteobacteria bacterium
AOBV01000022.3554.5081	Wohlfahrtiimonas chitiniclastica
CP001133.523565.525116	Aliivibrio fischeri
AMSD01000002.83632.85176	Candidatus Photodesmus katoptron
AP018045.3169959.3171497	Photobacterium damselae
AY538749.1.1536	Photobacterium frigidiphilum
CP013178.4215530.4217087	Photobacterium leiognathi
AM945651.1.1344	Salinivibrio costicola
ASAI01000076.6169.7721	Salinivibrio costicola
LK021130.752052.753595	Vibrio anguillarum
CP020453.3389789.3391345	Vibrio coralliilyticus
X74686.1.1466	Vibrio harveyi
CP012950.192554.194094	Vibrio mediterranei
JQ663917.1.1462	Vibrio owensii
CP025537.599880.601438	Vibrio parahaemolyticus
HQ890464.1.1471	Vibrio tubiashii
CP008884.4829359.4830903	Dyella japonica
AB091196.1.1526	Frateuria aurantia
EU682683.1.1531	Frateuria terrea
FJ527678.1.1516	Luteibacter yeojuensis
CP003470.434798.436224	Rhodanobacter denitrificans
EU741687.1.1384	Rudaea cellulosilytica
ATVD01000003.563074.564596	Arenimonas oryziterrae
KM374763.1.1514	Luteimonas mephitis
AWZR01000002.313150.314674	Luteimonas sp. J29
CAQP01000054.954.2478	Lysobacter antibioticus
AM283465.1.1509	Lysobacter defluvii
CP003093.3414512.3416060	Pseudoxanthomonas spadix
AUBD01000011.3524.5041	Silanimonas lenta
JN571747.1.1452	Stenotrophomonas maltophilia
AJ519986.1.1497	Thermomonas fusca
CP012947.4639010.4640556	Xanthomonas oryzae
AF536764.1.1452	Xylella fastidiosa
KR493097.1.1472	Halobacteriovorax sp. PA1
BX842650.295616.297109	Bdellovibrio bacteriovorus
JQLW01000012.87223.88743	Ghiorsea bivora
ATTH01000001.2391699.2393203	Salisaeta longa
CP001959.1912474.1913976	Brachyspira murdochii
GU993264.1.1490	Brevinema andersonii
Z21632.1.1445	Leptonema illini
CP000786.1121323.1122598	Leptospira biflexa
CP002959.3819378.3820883	Turneriella parva
CP000013.446773.448310	Borreliella garinii
CP006939.1212945.1214445	Salinispira pacifica
AGDT01000020.349129.350661	Treponema denticola
KC990435.1.1400	uncultured Spirochaetes bacterium
AB910748.1.1433	Acetomicrobium mobile
JAFY01000005.3122.4624	Aminiphilus circumscriptus
CP001997.417874.419393	Aminobacterium colombiense
AEIV01000001.680844.682347	Aminomonas paucivorans
CU463952.1.1334	Cloacibacillus evryensis
ABTR02000001.780170.781679	Dethiosulfovibrio peptidovorans
EF436500.1.1394	Jonquetella anthropi
CP001818.1104895.1106404	Thermanaerovibrio acidaminovorans
CP003096.442271.443789	Thermovirga lienii
LS483439.71876.73367	Acholeplasma laidlawii
CP000061.271735.273265	Aster yellows witches'-broom phytoplasma
AE017263.191851.193375	Mesoplasma florum
AY189129.1.1515	Spiroplasma culicicola
CP027019.1028172.1029703	Williamsoniiplasma luminosum
CP006932.105590.107114	Candidatus Hepatoplasma crinochetorum
FP671138.667493.669012	Mycoplasmopsis agalactiae
AP014584.31907.33426	Ureaplasma parvum
CP009415.4513.6037	Candidatus Izimaplasma sp. HR1
JRFF01000022.152793.154320	Candidatus Izimaplasma sp. HR2
ATXH01000052.220.1687	Thermodesulfatator atlanticus
CP002683.864391.865952	Thermodesulfatator indicus
CP008796.1299211.1300785	Thermodesulfobacterium commune
CP002829.235688.237255	Thermodesulfobacterium geofontis
AF332514.1.1497	Thermodesulfobacterium hydrogeniphilum
ATXI01000006.68852.70404	Thermodesulfobacterium thermophilum
EU980631.27879.29424	Kosmotoga olearia
CP003532.219075.220482	Mesotoga prima
CP003257.833952.835372	Marinitoga piezophila
CP000879.2041444.2042943	Petrotoga mobilis
CP000771.812951.814312	Fervidobacterium nodosum
CP001185.683454.684854	Thermosipho africanus
CP002351.1920232.1921768	Pseudothermotoga thermarum
AJ872268.40096.41656	Thermotoga petrophila
BAYY01000283.3055.4588	Candidatus Moduliflexus flocculans
MNZU01000010.3802.5288	bacterium CG2_30_40_12
AY345389.1.1398	bacterium L12
KX123309.1.1880	candidate division Kazan bacterium GW2011_GWA1_50_15
META01000003.217527.219031	candidate division Kazan bacterium RBG_13_50_9
METB01000001.533110.534644	candidate division Kazan bacterium RIFCSPHIGHO2_01_FULL_44_14
CP011212.677786.679269	candidate division TM6 bacterium GW2011_GWF2_28_16
LBPE01000008.125169.126706	candidate division TM6 bacterium GW2011_GWF2_33_332
METK01000005.18452.19989	candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22
LBSF01000011.4877.6421	candidate division WS6 bacterium GW2011_GWC2_36_7
KX123489.1.1544	candidate division WS6 bacterium GW2011_GWE2_33_157
LBWK01000001.480489.482028	candidate division WS6 bacterium GW2011_GWF2_39_15
KX123576.1.1485	Microgenomates group bacterium GW2011_GWE1_47_12
MHDG01000024.6671.8154	Microgenomates group bacterium RIFCSPLOWO2_01_FULL_47_10
MNWJ01000041.315.1840	Parcubacteria group bacterium CG1_02_42_13
MNWM01000025.8427.9769	Parcubacteria group bacterium CG1_02_50_68
MNWN01000015.28951.30462	Parcubacteria group bacterium CG1_02_58_44
MNZI01000019.18300.19881	Parcubacteria group bacterium CG2_30_48_51
KX123508.1.1526	Parcubacteria group bacterium GW2011_GWA1_60_11
KX123557.1.1492	Parcubacteria group bacterium GW2011_GWA2_38_13
KX123401.1.2071	Parcubacteria group bacterium GW2011_GWA2_40_14
KX123571.1.1486	Parcubacteria group bacterium GW2011_GWA2_40_23
LCHO01000019.8159.9647	Parcubacteria group bacterium GW2011_GWA2_44_12
KX123493.1.1536	Parcubacteria group bacterium GW2011_GWA2_46_7
KX123418.1.1878	Parcubacteria group bacterium GW2011_GWA2_47_26
LCOU01000026.4898.6395	Parcubacteria group bacterium GW2011_GWA2_47_8b
KX123448.1.1621	Parcubacteria group bacterium GW2011_GWB1_40_14
LCBR01000016.7135.8686	Parcubacteria group bacterium GW2011_GWB1_41_6
KX123409.1.1924	Parcubacteria group bacterium GW2011_GWC1_43_12
KX123634.1.1336	Parcubacteria group bacterium GW2011_GWC2_32_10
KX123475.1.1558	Parcubacteria group bacterium GW2011_GWC2_36_17
LCAA01000005.32575.34026	Parcubacteria group bacterium GW2011_GWD2_40_9
KX123629.1.1447	Parcubacteria group bacterium GW2011_GWD2_42_14
KX123531.1.1502	Parcubacteria group bacterium GW2011_GWD2_43_10
LCCT01000003.75191.76924	Parcubacteria group bacterium GW2011_GWE2_42_14
LBVI01000009.76614.78085	Parcubacteria group bacterium GW2011_GWF2_38_76
LCID01000036.659.2195	Parcubacteria group bacterium GW2011_GWF2_44_17
LCQX01000020.307.2133	Parcubacteria group bacterium GW2011_GWF2_52_12
AB200304.1.1489	uncultured bacterium
AB637319.1.1480	uncultured bacterium
AB974082.1.1445	uncultured bacterium
AB974087.1.1435	uncultured bacterium
AF407715.1.1493	uncultured bacterium
AM697380.1.1520	uncultured bacterium
AMFJ01036405.2353.3854	uncultured bacterium
AY218567.1.1494	uncultured bacterium
AY559412.1.1532	uncultured bacterium
DQ404787.1.1467	uncultured bacterium
DQ798500.1.1370	uncultured bacterium
DQ802475.1.1390	uncultured bacterium
DQ905837.1.1553	uncultured bacterium
EF510809.1.1491	uncultured bacterium
EF574142.1.1497	uncultured bacterium
EF574848.1.1526	uncultured bacterium
EF602468.1.1421	uncultured bacterium
EF602469.1.1420	uncultured bacterium
EU287245.1.1504	uncultured bacterium
EU592372.1.1428	uncultured bacterium
FJ535257.1.1308	uncultured bacterium
FJ820456.1.1493	uncultured bacterium
FM955655.1.1496	uncultured bacterium
FN562884.1.1223	uncultured bacterium
GU118862.1.1444	uncultured bacterium
GU437651.1.1558	uncultured bacterium
HE681411.1.1560	uncultured bacterium
HM069055.1.1463	uncultured bacterium
HM187182.1.1477	uncultured bacterium
HM366507.1.1484	uncultured bacterium
HQ190545.1.1508	uncultured bacterium
HQ225190.1.1503	uncultured bacterium
HQ588390.1.1353	uncultured bacterium
HQ860485.1.1449	uncultured bacterium
JF320723.1.1460	uncultured bacterium
JF979273.1.1469	uncultured bacterium
JN038877.1.1496	uncultured bacterium
JN091913.1.1573	uncultured bacterium
JN672497.1.1315	uncultured bacterium
JN867415.1.1475	uncultured bacterium
JQ195843.1.1295	uncultured bacterium
JQ287479.1.1498	uncultured bacterium
JQ316675.1.1495	uncultured bacterium
JQ426323.1.1517	uncultured bacterium
JQ448776.1.1409	uncultured bacterium
JX105677.1.1417	uncultured bacterium
JX120421.1.1497	uncultured bacterium
JX221735.1.1469	uncultured bacterium
JX222600.1.1478	uncultured bacterium
KC191774.1.1535	uncultured bacterium
KC465685.1.1498	uncultured bacterium
KC554184.1.1512	uncultured bacterium
KF798602.1.1461	uncultured bacterium
KJ877525.1.1326	uncultured bacterium
KM820506.1.1479	uncultured bacterium
KM823734.1.1548	uncultured bacterium
KU868083.1.1548	uncultured bacterium
KU868084.1.1541	uncultured bacterium
KU868085.1.1488	uncultured bacterium
KU868086.1.1464	uncultured bacterium
KU868087.1.1554	uncultured bacterium
KU868088.1.1548	uncultured bacterium
KU868089.1.1547	uncultured bacterium
KU868090.1.1428	uncultured bacterium
KU868091.1.1472	uncultured bacterium
KU868093.1.1375	uncultured bacterium
KU868097.1.1517	uncultured bacterium
KU868098.1.1347	uncultured bacterium
KU868099.1.1468	uncultured bacterium
KU868100.1.1538	uncultured bacterium
KU868105.1.1491	uncultured bacterium
KU978252.1.1532	uncultured bacterium
KU978255.1.1529	uncultured bacterium
LC086660.1.1502	uncultured bacterium
LC086674.1.1506	uncultured bacterium
LN870770.1.1327	uncultured bacterium
MF092312.1.1491	uncultured bacterium
EU795196.15381.16884	uncultured bacterium HF0770_08F21
AY005448.1.1448	uncultured bacterium oral clone BS003
HQ462537.1.1224	uncultured Microgenomates group bacterium
KC990413.1.1451	uncultured Microgenomates group bacterium
KC990415.1.1438	uncultured Microgenomates group bacterium
KC990432.1.1399	uncultured Microgenomates group bacterium
DQ256281.1.1484	uncultured rumen bacterium
ARQD01000002.97686.99234	Vermiphilus pyriformis
ABEA03000104.32049.33587	Geminisphaera colitermitum
CP001032.2051334.2052884	Opitutus terrae
CP007053.2151573.2153136	Opitutaceae bacterium TAV5
CP001998.2186477.2188018	Coraliomargarita akajimensis
AY388649.1.1360	Chthoniobacter flavus
GQ452897.1.1490	uncultured Verrucomicrobia bacterium
MNWT01000005.126927.128460	Verrucomicrobia bacterium CG1_02_43_26
MIDP01000022.57637.59176	Verrucomicrobia bacterium GWF2_51_19
MIDS01000601.2780.4346	Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8
CP001071.320473.321977	Akkermansia muciniphila
DQ302104.1.1429	Rubritalea marina
ABOX02000035.71375.72936	Pedosphaera parvula
ABIZ01000001.5019483.5021021	Verrucomicrobium spinosum
AY962414.1.1799	Helobdella fusca
JX495403.1.1654	Babesia bovis
AY508462.1.1741	Theileria annulata
EU660038.1.1744	Cryptosporidium parvum
AF109678.1.1797	Besnoitia besnoiti
EF209903.1.1836	Mycetoma suturale
AADK01036068.668.2582	Bombyx mori
LT854279.1775917.1777706	Zymoseptoria tritici
CP022810.27977.29764	Parastagonospora nodorum
JN940952.1.1671	Pyrenophora tetrarrhenae
KF952247.1.1715	Aspergillus flavipes
AB002068.1.1767	Aspergillus ochraceus
ABRK01002815.6135.7917	Histoplasma capsulatum
ABVF01000122.4504.6293	Microsporum canis
EF631616.1.1702	Trichophyton longifusum
AAEC03000009.18920.20721	Coccidioides immitis
ABBB01000249.31423.33216	Coccidioides posadasii
CP017820.2399789.2401586	Sclerotinia sclerotiorum
FM992695.1863370.1865146	Candida dubliniensis
AB013555.1.1782	[Candida] zeylanoides
HQ876033.1.1699	Lodderomyces elongisporus
AJ508270.1.1710	Meyerozyma carpophila
AB013522.1.1782	[Candida] lyxosophila
HQ659556.1.1963	Yarrowia lipolytica
JN941111.1.1759	Clavispora lusitaniae
AB536782.1.1476	Pichia kudriavzevii
AY046268.1.1746	Eremothecium cymbalariae
AB016510.1.1753	Kazachstania africana
CR382124.1505732.1507529	Kluyveromyces lactis
AACE03000034.3.1790	Lachancea kluyveri
HE576754.582094.583892	Naumovozyma castellii
CP030956.468794.470576	Saccharomyces eubayanus
CP030956.537381.539161	Saccharomyces eubayanus
X89525.1.1791	Tetrapisispora phaffii
CP027654.60781.62564	Torulaspora delbrueckii
CP019493.1507565.1509369	Zygosaccharomyces parabailii
JQ698923.1.1749	Nadsonia fulvescens
AY251644.1.1842	Schizosaccharomyces pombe
CP009075.30860.32648	Verticillium dahliae
EU334678.1.2163	Beauveria bassiana
AB250414.1.1747	Fusarium graminearum
DQ493955.18673.20460	Pyricularia oryzae
AB048285.1.1773	Chaetomium globosum
CP003011.1881005.1882791	Thermothielavioides terrestris
JQ698935.1.1750	Saitoella complicata
GQ452854.1.1786	Phaeodactylum tricornutum
KY364696.1.1802	Stephanocyclus meneghinianus
AY657007.1.1777	Entoloma sinuatum
