otu	accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
CP001734.1976777.1978319	CP001734	485915	Desulfohalobium retbaense	Desulfohalobium	Desulfohalobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfovibrionales➤Desulfohalobiaceae➤Desulfohalobium➤Desulfohalobium retbaense
CP001739.3106539.3108040	CP001739	526218	Sebaldella termitidis	Sebaldella	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Bacteria➤Fusobacteria➤Fusobacteriia➤Fusobacteriales➤Leptotrichiaceae➤Sebaldella➤Sebaldella termitidis
CP001742.176279.177775	CP001742	666510	Acidilobus saccharovorans	Acidilobus	Acidilobaceae	Acidilobales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Acidilobales➤Acidilobaceae➤Acidilobus➤Acidilobus saccharovorans
CP001743.590782.592258	CP001743	504728	Meiothermus ruber	Meiothermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	Bacteria➤Deinococcus-Thermus➤Deinococci➤Thermales➤Thermaceae➤Meiothermus➤Meiothermus ruber
CP001744.638957.640480	CP001744	521674	Planctopirus limnophila	Planctopirus	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetes	Bacteria	Bacteria➤Planctomycetes➤Planctomycetia➤Planctomycetales➤Planctomycetaceae➤Planctopirus➤Planctopirus limnophila
CP001751.2138901.2140385	CP001751	488538	Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Unclassified Alphaproteobacteria➤Unclassified Alphaproteobacteria➤Candidatus Puniceispirillum➤Candidatus Puniceispirillum marinum
CP001769.7141933.7143427	CP001769	504472	Spirosoma linguale	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cytophagaceae➤Spirosoma➤Spirosoma linguale
CP001785.1682354.1683921	CP001785	429009	Ammonifex degensii	Ammonifex	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Thermoanaerobacterales➤Thermoanaerobacteraceae➤Ammonifex➤Ammonifex degensii
CP001791.1364920.1366474	CP001791	439292	Salisediminibacterium selenitireducens	Salisediminibacterium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Bacillaceae➤Salisediminibacterium➤Salisediminibacterium selenitireducens
CP001792.1787695.1789183	CP001792	59374	Fibrobacter succinogenes	Fibrobacter	Fibrobacteraceae	Fibrobacterales	Fibrobacteria	Fibrobacteres	Bacteria	Bacteria➤Fibrobacteres➤Fibrobacteria➤Fibrobacterales➤Fibrobacteraceae➤Fibrobacter➤Fibrobacter succinogenes
CP001802.2038665.2040175	CP001802	526226	Gordonia bronchialis	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Corynebacteriales➤Gordoniaceae➤Gordonia➤Gordonia bronchialis
CP001804.2898792.2900335	CP001804	502025	Haliangium ochraceum	Haliangium	Kofleriaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Myxococcales➤Kofleriaceae➤Haliangium➤Haliangium ochraceum
CP001818.1104895.1106404	CP001818	525903	Thermanaerovibrio acidaminovorans	Thermanaerovibrio	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Bacteria➤Synergistetes➤Synergistia➤Synergistales➤Synergistaceae➤Thermanaerovibrio➤Thermanaerovibrio acidaminovorans
CP001823.579562.581058	CP001823	479434	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Thermomicrobia➤Sphaerobacterales➤Sphaerobacteraceae➤Sphaerobacter➤Sphaerobacter thermophilus
CP001849.1589621.1591094	CP001849	553190	Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Bifidobacteriales➤Bifidobacteriaceae➤Gardnerella➤Gardnerella vaginalis
CP001854.3764582.3766117	CP001854	469383	Conexibacter woesei	Conexibacter	Conexibacteraceae	Solirubrobacterales	Thermoleophilia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Thermoleophilia➤Solirubrobacterales➤Conexibacteraceae➤Conexibacter➤Conexibacter woesei
CP001859.57719.59263	CP001859	591001	Acidaminococcus fermentans	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Negativicutes➤Acidaminococcales➤Acidaminococcaceae➤Acidaminococcus➤Acidaminococcus fermentans
CP001896.2025534.2027048	CP001896	572477	Allochromatium vinosum	Allochromatium	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Chromatiales➤Chromatiaceae➤Allochromatium➤Allochromatium vinosum
CP001899.1403988.1405498	CP001899	589924	Ferroglobus placidus	Ferroglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Archaeoglobi➤Archaeoglobales➤Archaeoglobaceae➤Ferroglobus➤Ferroglobus placidus
CP001928.1839454.1840994	CP001928	716544	Waddlia chondrophila	Waddlia	Waddliaceae	Parachlamydiales	Chlamydiia	Chlamydiae	Bacteria	Bacteria➤Chlamydiae➤Chlamydiia➤Parachlamydiales➤Waddliaceae➤Waddlia➤Waddlia chondrophila
CP001931.855654.857222	CP001931	638303	Thermocrinis albus	Thermocrinis	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	Bacteria➤Aquificae➤Aquificae➤Aquificales➤Aquificaceae➤Thermocrinis➤Thermocrinis albus
CP001939.52824.54320	CP001939	633148	Thermosphaera aggregans	Thermosphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Desulfurococcales➤Desulfurococcaceae➤Thermosphaera➤Thermosphaera aggregans
CP001940.616282.617831	CP001940	589865	Desulfurivibrio alkaliphilus	Desulfurivibrio	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfobacterales➤Desulfobulbaceae➤Desulfurivibrio➤Desulfurivibrio alkaliphilus
CP001959.1912474.1913976	CP001959	526224	Brachyspira murdochii	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria	Bacteria➤Spirochaetes➤Spirochaetia➤Brachyspirales➤Brachyspiraceae➤Brachyspira➤Brachyspira murdochii
CP001964.1209818.1211325	CP001964	446466	Cellulomonas flavigena	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Cellulomonadaceae➤Cellulomonas➤Cellulomonas flavigena
CP001965.1926830.1928357	CP001965	580332	Sideroxydans lithotrophicus	Sideroxydans	Gallionellaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Nitrosomonadales➤Gallionellaceae➤Sideroxydans➤Sideroxydans lithotrophicus
CP001968.2671440.2672979	CP001968	522772	Denitrovibrio acetiphilus	Denitrovibrio	Geovibrionaceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	Bacteria➤Deferribacteres➤Deferribacteres➤Deferribacterales➤Geovibrionaceae➤Denitrovibrio➤Denitrovibrio acetiphilus
CP001994.1905694.1907168	CP001994	547558	Methanohalophilus mahii	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanohalophilus➤Methanohalophilus mahii
CP001997.417874.419393	CP001997	572547	Aminobacterium colombiense	Aminobacterium	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Bacteria➤Synergistetes➤Synergistia➤Synergistales➤Synergistaceae➤Aminobacterium➤Aminobacterium colombiense
CP001998.2186477.2188018	CP001998	583355	Coraliomargarita akajimensis	Coraliomargarita	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Puniceicoccales➤Puniceicoccaceae➤Coraliomargarita➤Coraliomargarita akajimensis
CP001999.237935.239439	CP001999	572480	Arcobacter nitrofigilis	Arcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Epsilonproteobacteria➤Campylobacterales➤Arcobacteraceae➤Arcobacter➤Arcobacter nitrofigilis
CP002017.1368697.1370224	CP002017	562970	Kyrpidia tusciae	Kyrpidia	Alicyclobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Alicyclobacillaceae➤Kyrpidia➤Kyrpidia tusciae
CP002046.1256106.1257626	CP002046	216432	Croceibacter atlanticus	Croceibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Croceibacter➤Croceibacter atlanticus
CP002049.86621.88117	CP002049	649638	Truepera radiovictrix	Truepera	Trueperaceae	Trueperales	Deinococci	Deinococcus-Thermus	Bacteria	Bacteria➤Deinococcus-Thermus➤Deinococci➤Trueperales➤Trueperaceae➤Truepera➤Truepera radiovictrix
CP002051.1270431.1271941	CP002051	591019	Staphylothermus hellenicus	Staphylothermus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Desulfurococcales➤Desulfurococcaceae➤Staphylothermus➤Staphylothermus hellenicus
CP002056.127113.128638	CP002056	666681	Methylotenera versatilis	Methylotenera	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Nitrosomonadales➤Methylophilaceae➤Methylotenera➤Methylotenera versatilis
CP002059.2217271.2218747	CP002059	551115	Trichormus azollae	Trichormus	Nostocaceae	Nostocales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Nostocales➤Nostocaceae➤Trichormus➤Trichormus azollae
CP002069.48670.50146	CP002069	644295	Methanohalobium evestigatum	Methanohalobium	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanohalobium➤Methanohalobium evestigatum
CP002084.346274.347765	CP002084	552811	Dehalogenimonas lykanthroporepellens	Dehalogenimonas	Unclassified Dehalococcoidia	Unclassified Dehalococcoidia	Dehalococcoidia	Chloroflexi	Bacteria	Bacteria➤Chloroflexi➤Dehalococcoidia➤Unclassified Dehalococcoidia➤Unclassified Dehalococcoidia➤Dehalogenimonas➤Dehalogenimonas lykanthroporepellens
CP002085.333737.335281	CP002085	644282	Desulfarculus baarsii	Desulfarculus	Desulfarculaceae	Desulfarculales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfarculales➤Desulfarculaceae➤Desulfarculus➤Desulfarculus baarsii
CP002098.1279164.1280671	CP002098	583356	Ignisphaera aggregans	Ignisphaera	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Desulfurococcales➤Desulfurococcaceae➤Ignisphaera➤Ignisphaera aggregans
CP002100.631480.632991	CP002100	572478	Vulcanisaeta distributa	Vulcanisaeta	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Thermoproteales➤Thermoproteaceae➤Vulcanisaeta➤Vulcanisaeta distributa
CP002101.1236823.1238300	CP002101	679901	Methanosalsum zhilinae	Methanosalsum	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanosalsum➤Methanosalsum zhilinae
CP002102.2980512.2981960	CP002102	633149	Brevundimonas subvibrioides	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Caulobacterales➤Caulobacteraceae➤Brevundimonas➤Brevundimonas subvibrioides
CP002105.10646.12170	CP002105	574087	Acetohalobium arabaticum	Acetohalobium	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Halanaerobiales➤Halobacteroidaceae➤Acetohalobium➤Acetohalobium arabaticum
CP002117.2355586.2357053	CP002117	679926	Methanolacinia petrolearia	Methanolacinia	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanomicrobiales➤Methanomicrobiaceae➤Methanolacinia➤Methanolacinia petrolearia
CP002130.197315.198823	CP002130	696127	Candidatus Midichloria mitochondrii	Candidatus Midichloria	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Rickettsiales➤Candidatus Midichloriaceae➤Candidatus Midichloria➤Candidatus Midichloria mitochondrii
CP002157.307217.308770	CP002157	313603	Maribacter sp. HTCC2170	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Maribacter➤Maribacter sp. HTCC2170
CP002159.1253206.1254729	CP002159	395494	Gallionella capsiferriformans	Gallionella	Gallionellaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Nitrosomonadales➤Gallionellaceae➤Gallionella➤Gallionella capsiferriformans
CP002171.448908.450411	CP002171	580327	Thermoanaerobacterium thermosaccharolyticum	Thermoanaerobacterium	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Thermoanaerobacterales➤Thermoanaerobacterales Family III. Incertae Sedis➤Thermoanaerobacterium➤Thermoanaerobacterium thermosaccharolyticum
CP002175.10370.11908	CP002175	572479	Halanaerobium praevalens	Halanaerobium	Halanaerobiaceae	Halanaerobiales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Halanaerobiales➤Halanaerobiaceae➤Halanaerobium➤Halanaerobium praevalens
CP002221.246761.248300	CP002221	608538	Hydrogenobacter thermophilus	Hydrogenobacter	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	Bacteria➤Aquificae➤Aquificae➤Aquificales➤Aquificaceae➤Hydrogenobacter➤Hydrogenobacter thermophilus
CP002243.8736.10280	CP002243	903503	Candidatus Moranella endobia	Candidatus Moranella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Enterobacterales➤Enterobacteriaceae➤Candidatus Moranella➤Candidatus Moranella endobia
CP002273.179417.180928	CP002273	53442	Eubacterium callanderi	Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Eubacteriaceae➤Eubacterium➤Eubacterium callanderi
CP002278.26992.28471	CP002278	523846	Methanothermus fervidus	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanobacteria➤Methanobacteriales➤Methanothermaceae➤Methanothermus➤Methanothermus fervidus
CP002305.2758378.2759866	CP002305	649349	Leadbetterella byssophila	Leadbetterella	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Leadbetterella➤Leadbetterella byssophila
CP002343.1359051.1360560	CP002343	710696	Intrasporangium calvum	Intrasporangium	Intrasporangiaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Intrasporangiaceae➤Intrasporangium➤Intrasporangium calvum
CP002345.191924.193439	CP002345	694427	Paludibacter propionicigenes	Paludibacter	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Paludibacteraceae➤Paludibacter➤Paludibacter propionicigenes
CP002347.1401787.1403324	CP002347	768670	Calditerrivibrio nitroreducens	Calditerrivibrio	Calditerrivibrionaceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	Bacteria➤Deferribacteres➤Deferribacteres➤Deferribacterales➤Calditerrivibrionaceae➤Calditerrivibrio➤Calditerrivibrio nitroreducens
CP002349.4141019.4142527	CP002349	643867	Marivirga tractuosa	Marivirga	Marivirgaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Marivirgaceae➤Marivirga➤Marivirga tractuosa
CP002351.1920232.1921768	CP002351	688269	Pseudothermotoga thermarum	Pseudothermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogae	Bacteria	Bacteria➤Thermotogae➤Thermotogae➤Thermotogales➤Thermotogaceae➤Pseudothermotoga➤Pseudothermotoga thermarum
CP002353.5377430.5378940	CP002353	575540	Isosphaera pallida	Isosphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	Bacteria➤Planctomycetes➤Planctomycetia➤Isosphaerales➤Isosphaeraceae➤Isosphaera➤Isosphaera pallida
CP002361.279006.280524	CP002361	670487	Oceanithermus profundus	Oceanithermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	Bacteria➤Deinococcus-Thermus➤Deinococci➤Thermales➤Thermaceae➤Oceanithermus➤Oceanithermus profundus
CP002364.2987039.2988584	CP002364	577650	Desulfobulbus propionicus	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfobacterales➤Desulfobulbaceae➤Desulfobulbus➤Desulfobulbus propionicus
CP002379.1585101.1586632	CP002379	930171	Pseudarthrobacter phenanthrenivorans	Pseudarthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Micrococcaceae➤Pseudarthrobacter➤Pseudarthrobacter phenanthrenivorans
CP002390.924199.925721	CP002390	546269	Filifactor alocis	Filifactor	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Peptostreptococcaceae➤Filifactor➤Filifactor alocis
CP002396.1074072.1075520	CP002396	573065	Asticcacaulis excentricus	Asticcacaulis	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Caulobacterales➤Caulobacteraceae➤Asticcacaulis➤Asticcacaulis excentricus
CP002444.152859.154435	CP002444	648996	Thermovibrio ammonificans	Thermovibrio	Desulfurobacteriaceae	Desulfurobacteriales	Aquificae	Aquificae	Bacteria	Bacteria➤Aquificae➤Aquificae➤Desulfurobacteriales➤Desulfurobacteriaceae➤Thermovibrio➤Thermovibrio ammonificans
CP002449.3142430.3143946	CP002449	596153	Alicycliphilus denitrificans	Alicycliphilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Comamonadaceae➤Alicycliphilus➤Alicycliphilus denitrificans
CP002455.812901.814408	CP002455	865938	Weeksella virosa	Weeksella	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Weeksellaceae➤Weeksella➤Weeksella virosa
CP002467.3872526.3874013	CP002467	401053	Terriglobus saanensis	Terriglobus	Acidobacteriaceae	Acidobacteriales	Acidobacteriia	Acidobacteria	Bacteria	Bacteria➤Acidobacteria➤Acidobacteriia➤Acidobacteriales➤Acidobacteriaceae➤Terriglobus➤Terriglobus saanensis
CP002528.1864643.1866156	CP002528	983548	Dokdonia sp. 4H-3-7-5	Dokdonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Dokdonia➤Dokdonia sp. 4H-3-7-5
CP002535.1296061.1297559	CP002535	933801	Acidianus hospitalis	Acidianus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Sulfolobales➤Sulfolobaceae➤Acidianus➤Acidianus hospitalis
CP002542.2752771.2754283	CP002542	755732	Fluviicola taffensis	Fluviicola	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Crocinitomicaceae➤Fluviicola➤Fluviicola taffensis
CP002543.495064.496634	CP002543	868864	Desulfurobacterium thermolithotrophum	Desulfurobacterium	Desulfurobacteriaceae	Desulfurobacteriales	Aquificae	Aquificae	Bacteria	Bacteria➤Aquificae➤Aquificae➤Desulfurobacteriales➤Desulfurobacteriaceae➤Desulfurobacterium➤Desulfurobacterium thermolithotrophum
CP002545.2984298.2985814	CP002545	762903	Pseudopedobacter saltans	Pseudopedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Sphingobacteriia➤Sphingobacteriales➤Sphingobacteriaceae➤Pseudopedobacter➤Pseudopedobacter saltans
CP002582.422560.424073	CP002582	642492	Cellulosilyticum lentocellum	Cellulosilyticum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Lachnospiraceae➤Cellulosilyticum➤Cellulosilyticum lentocellum
CP002590.1330555.1332075	CP002590	999630	Thermoproteus uzoniensis	Thermoproteus	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Thermoproteales➤Thermoproteaceae➤Thermoproteus➤Thermoproteus uzoniensis
CP002606.256607.258252	CP002606	760142	Hippea maritima	Hippea	Desulfurellaceae	Desulfurellales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Desulfurellales➤Desulfurellaceae➤Hippea➤Hippea maritima
CP002628.225677.227175	CP002628	700015	Coriobacterium glomerans	Coriobacterium	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Coriobacteriia➤Coriobacteriales➤Coriobacteriaceae➤Coriobacterium➤Coriobacterium glomerans
CP002629.3127195.3128743	CP002629	880072	Desulfobacca acetoxidans	Desulfobacca	Syntrophaceae	Syntrophales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Syntrophales➤Syntrophaceae➤Desulfobacca➤Desulfobacca acetoxidans
CP002663.602730.604175	CP002663	1007105	Pusillimonas sp. T7-7	Pusillimonas (ex Stolz et al. 2005)	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Pusillimonas (ex Stolz et al. 2005)➤Pusillimonas sp. T7-7
CP002667.695818.697342	CP002667	1005058	Gallibacterium anatis	Gallibacterium	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Pasteurellales➤Pasteurellaceae➤Gallibacterium➤Gallibacterium anatis
CP002683.864391.865952	CP002683	667014	Thermodesulfatator indicus	Thermodesulfatator	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria	Bacteria➤Thermodesulfobacteria➤Thermodesulfobacteria➤Thermodesulfobacteriales➤Thermodesulfobacteriaceae➤Thermodesulfatator➤Thermodesulfatator indicus
CP002685.3706.5513	CP002685	3702	Arabidopsis thaliana	Arabidopsis	Brassicaceae	Brassicales	Magnoliopsida	Streptophyta	Eukaryota	Eukaryota➤Streptophyta➤Magnoliopsida➤Brassicales➤Brassicaceae➤Arabidopsis➤Arabidopsis thaliana
CP002691.2497956.2499459	CP002691	760192	Haliscomenobacter hydrossis	Haliscomenobacter	Haliscomenobacteraceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Saprospiria➤Saprospirales➤Haliscomenobacteraceae➤Haliscomenobacter➤Haliscomenobacter hydrossis
CP002737.1395857.1397326	CP002737	880724	Methanotorris igneus	Methanotorris	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanococci➤Methanococcales➤Methanocaldococcaceae➤Methanotorris➤Methanotorris igneus
CP002738.392605.394125	CP002738	857087	Methylomonas methanica	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Methylococcales➤Methylococcaceae➤Methylomonas➤Methylomonas methanica
CP002740.2520706.2522177	CP002740	698936	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Alphaproteobacteria➤Hyphomicrobiales➤Rhizobiaceae➤Sinorhizobium➤Sinorhizobium meliloti
CP002745.4446108.4447638	CP002745	1005048	Collimonas fungivorans	Collimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Oxalobacteraceae➤Collimonas➤Collimonas fungivorans
CP002772.812691.814171	CP002772	868131	Methanobacterium paludis	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanobacteria➤Methanobacteriales➤Methanobacteriaceae➤Methanobacterium➤Methanobacterium paludis
CP002776.260958.262485	CP002776	717773	Thiomicrospira cyclica	Thiomicrospira	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Thiotrichales➤Piscirickettsiaceae➤Thiomicrospira➤Thiomicrospira cyclica
